               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.019351,           0.0038233,                   0,              0.4113,             0.26923,             0.22202,            0.078134,            0.066082,            0.017986,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.018239,           0.0039402,                   0,             0.40467,             0.26923,             0.24046,            0.074768,            0.066725,            0.017941,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.016935,           0.0038956,                   0,             0.37346,                0.25,             0.23773,            0.081486,            0.065026,            0.017807,                   0,            0.004885,            0.004885,            0.004885
                 157,             0.01845,           0.0038316,                   0,             0.39132,             0.23077,              0.2454,            0.081154,            0.065406,            0.017601,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.017371,           0.0036334,                   0,             0.34824,                0.25,             0.23513,            0.079984,            0.066516,            0.017597,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.019422,            0.003802,                   0,             0.40834,             0.26923,              0.2633,            0.085332,            0.065854,            0.017555,                   0,            0.004786,            0.004786,            0.004786
                 160,            0.018751,           0.0038329,                   0,             0.44491,             0.26218,             0.25976,             0.09565,             0.06531,             0.01762,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.018716,            0.003902,                   0,             0.40389,                0.25,             0.26262,            0.099525,            0.064297,            0.017448,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.019157,           0.0037436,                   0,              0.4507,             0.26923,             0.26832,            0.091117,             0.06448,            0.017361,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.019116,            0.004082,                   0,             0.46985,             0.26923,             0.27266,            0.095947,            0.063146,            0.017738,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.017402,           0.0039773,                   0,             0.60624,             0.26658,              0.2979,             0.11077,            0.062129,            0.018375,                   0,            0.004621,            0.004621,            0.004621
